CODIGO_MANTENEDORA,RAZAO_SOCIAL,CNPJ,NATUREZA_JURIDICA,CODIGO_IES,NOME_INSTITUICAO,SIGLA,TELEFONE,SITE,EMAIL,ENDERECO,MUNICIPIO,UF,ORGANIZACAO_ACADEMICA,TIPO_CREDENCIAMENTO,CATEGORIA,CATEGORIA_ADMINISTRATIVA,DATA_CRIACAO,CI,ANO_CI,CI_EAD,ANO_CI_EAD,IGC,ANO_IGC,REITOR,REPRESENTANTE_LEGAL,SINALIZACOES,SITUACAO
33,CENTRO ESTADUAL DE EDUCACAO TECNOLOGICA PAULA SOUZA,62.823.257/0001-09,Pessoa Jurídica de Direito Público - Estadual,15581,Faculdade de Tecnologia de São José dos Campos - Jessen Vidal (FATECSJCAMPOS),FATECSJCAMPOS,012-39052423,www.fatecsjc.edu.br,secretaria.sjc@fatec.sp.gov.br,Av. Cesare Mansueto Giulio Lattes - s/n - CEP: 12247-014 - Eugênio de Melo,São José dos Campos,SP,Faculdade,Presencial - Superior,Publica,Pública Estadual,,-,,-,,3,2021,,,,Ativa
33,CENTRO ESTADUAL DE EDUCACAO TECNOLOGICA PAULA SOUZA,62.823.257/0001-09,Pessoa Jurídica de Direito Público - Estadual,34,FACULDADE DE TECNOLOGIA DE SÃO PAULO (FATEC-SP),FATEC-SP,1133222202,www.fatecsp.br,secdir@fatecsp.br,Praça Coronel Fernando Prestes - 30 - CEP: 01124-060 - BOM RETIRO,São Paulo,SP,Faculdade,EAD - Superior / Presencial - Superior,Publica,Pública Estadual,1973-04-10,-,,3,2022,3,2021,,,,Ativa
33,CENTRO ESTADUAL DE EDUCACAO TECNOLOGICA PAULA SOUZA,62.823.257/0001-09,Pessoa Jurídica de Direito Público - Estadual,18817,Faculdade de Tecnologia de São Roque (FATEC-SR),FATEC-SR,(11) 4712-8418,http://www.fatecsaoroque.edu.br,f265dir@cps.sp.gov.br,Rua Marechal Deodoro da Fonseca - 132 - CEP: 18130-070 - Centro,São Roque,SP,Faculdade,Presencial - Superior,Publica,Pública Estadual,2012-09-26,-,,-,,3,2021,,,,Ativa
33,CENTRO ESTADUAL DE EDUCACAO TECNOLOGICA PAULA SOUZA,62.823.257/0001-09,Pessoa Jurídica de Direito Público - Estadual,15793,Faculdade de Tecnologia de São Sebastião (Fatec SS),Fatec SS,(12)38923015,www.fatecsaosebastiao.edu.br,f189acad@cps.sp.gov.br,Rua Ítalo Nascimento - 366 - CEP: 11600-970 - Porto Grande,São Sebastião,SP,Faculdade,Presencial - Superior,Publica,Pública Estadual,2008-09-03,-,,-,,3,2021,,,,Ativa
33,CENTRO ESTADUAL DE EDUCACAO TECNOLOGICA PAULA SOUZA,62.823.257/0001-09,Pessoa Jurídica de Direito Público - Estadual,15696,Faculdade de Tecnologia de Sertãozinho (FATEC SERTÃOZINHO),FATEC SERTÃOZINHO,(16) 3942-5806,www.fatecsertaozinho.edu.br,f176dir@cps.sp.gov.br,Rua Jordão Borghetti - 480 - CEP: 14160-000 - São João,Sertãozinho,SP,Faculdade,Presencial - Superior,Publica,Pública Estadual,2008-01-22,-,,-,,3,2021,,,,Ativa
33,CENTRO ESTADUAL DE EDUCACAO TECNOLOGICA PAULA SOUZA,62.823.257/0001-09,Pessoa Jurídica de Direito Público - Estadual,33,FACULDADE DE TECNOLOGIA DE SOROCABA (FATEC SO),FATEC SO,(15) 3238-5266,www.fatecsorocaba.edu.br,f003acad@cps.sp.gov.br,AVENIDA ENGENHEIRO CARLOS REINALDO MENDES - 2.015 - CEP: 18013-280 - ALTO DA BOA VISTA,Sorocaba,SP,Faculdade,Presencial - Superior,Publica,Pública Estadual,1970-05-21,-,,-,,4,2021,,,,Ativa
33,CENTRO ESTADUAL DE EDUCACAO TECNOLOGICA PAULA SOUZA,62.823.257/0001-09,Pessoa Jurídica de Direito Público - Estadual,23867,Faculdade de Tecnologia de Sumaré (Fatec de Sumaré),Fatec de Sumaré,(19)39032742,www.fatecsumare.com.br,carlos.ribeiro@fatec.sp.gov.br,Rua Ipiranga - 73 - CEP: 13170-026 - Centro,Sumaré,SP,Faculdade,Presencial - Superior,Publica,Pública Estadual,2018-07-31,-,,-,,-,,,,,Ativa
33,CENTRO ESTADUAL DE EDUCACAO TECNOLOGICA PAULA SOUZA,62.823.257/0001-09,Pessoa Jurídica de Direito Público - Estadual,967,FACULDADE DE TECNOLOGIA DE TAQUARITINGA (FATEC/TQ),FATEC/TQ,16 32525193,www.fatectq.edu.br,luciana.ferrarezi@fatectq.edu.br,Avenida Doutor Flávio Henrique Lemos - 585 - CEP: 15900-000 - PORTAL ITAMARACÁ,Taquaritinga,SP,Faculdade,Presencial - Superior,Publica,Pública Estadual,1992-07-01,-,,-,,3,2021,,,,Ativa
33,CENTRO ESTADUAL DE EDUCACAO TECNOLOGICA PAULA SOUZA,62.823.257/0001-09,Pessoa Jurídica de Direito Público - Estadual,15803,FACULDADE DE TECNOLOGIA DE TATUÍ - PROF. WILSON ROBERTO RIBEIRO DE CAMARGO (FATEC TATUÍ),FATEC TATUÍ,15-3205-7780,www.fatectatui.edu.br,f132dir@cps.sp.gov.br,ROD. MARIO BATISTA MORI - 971 - CEP: 18270-000 - JD AEROPORTO,Tatuí,SP,Faculdade,Presencial - Superior,Publica,Pública Estadual,2006-03-03,-,,-,,3,2021,,,,Ativa
33,CENTRO ESTADUAL DE EDUCACAO TECNOLOGICA PAULA SOUZA,62.823.257/0001-09,Pessoa Jurídica de Direito Público - Estadual,18049,Faculdade de Tecnologia de Taubaté (FATEC TAUBATÉ),FATEC TAUBATÉ,12 3602-2708,www.fatectaubate.edu.br,f251acad@cps.sp.gov.br,Avenida Tomé Portes Del Rei - 525 - CEP: 12070-610 - Vila São José,Taubaté,SP,Faculdade,Presencial - Superior,Publica,Pública Estadual,2011-01-31,-,,-,,3,2021,,,,Ativa
33,CENTRO ESTADUAL DE EDUCACAO TECNOLOGICA PAULA SOUZA,62.823.257/0001-09,Pessoa Jurídica de Direito Público - Estadual,28988,Faculdade de Tecnologia de Votorantim (FATEC-VOT),FATEC-VOT,,,f301dir@cps.sp.gov.br,,,,Faculdade,Presencial - Superior,Publica,Pública Estadual,2023-02-07,-,,-,,-,,,,,Ativa
33,CENTRO ESTADUAL DE EDUCACAO TECNOLOGICA PAULA SOUZA,62.823.257/0001-09,Pessoa Jurídica de Direito Público - Estadual,15746,Faculdade de Tecnologia do Ipiranga (FATECIPI),FATECIPI,(11) 50610298,www.fatecipiranga.edu.br,f204acad@cps.sp.gov.br,Rua Frei João - 59 - CEP: 04280-130 - Vila Nair,São Paulo,SP,Faculdade,Presencial - Superior,Publica,Pública Estadual,,-,,-,,3,2021,,,,Ativa
33,CENTRO ESTADUAL DE EDUCACAO TECNOLOGICA PAULA SOUZA,62.823.257/0001-09,Pessoa Jurídica de Direito Público - Estadual,15695,Faculdade de Tecnologia Dom Amaury Castanho (Fatec Itu),Fatec Itu,11 40254593,www.fatecitu.edu.br,f178acad@cps.sp.gov.br,Avenida Tiradentes - 1211 - CEP: 13309-640 - Jardim das Indústrias,Itu,SP,Faculdade,Presencial - Superior,Publica,Pública Estadual,,-,,-,,3,2021,,,,Ativa
33,CENTRO ESTADUAL DE EDUCACAO TECNOLOGICA PAULA SOUZA,62.823.257/0001-09,Pessoa Jurídica de Direito Público - Estadual,17942,Faculdade de Tecnologia do Tatuapé (FATEC-TT),FATEC-TT,(011)2293-1220,www.fatectatuape.edu.br,f250acad@cps.sp.gov.br,Rua Antônio de Barros - 800 - CEP: 03401-000 - Tatuapé,São Paulo,SP,Faculdade,Presencial - Superior,Publica,Pública Estadual,2011-01-31,-,,-,,-,,,,,Ativa
33,CENTRO ESTADUAL DE EDUCACAO TECNOLOGICA PAULA SOUZA,62.823.257/0001-09,Pessoa Jurídica de Direito Público - Estadual,15708,Faculdade de Tecnologia Dr. Thomaz Novelino (FATEC Franca),FATEC Franca,16 37023204,www.fatecfranca.edu.br,f109dir@cps.sp.gov.br,Rua Major Claudiano - 1488 - CEP: 14400-690 - Centro,Franca,SP,Faculdade,Presencial - Superior,Publica,Pública Estadual,1994-09-24,-,,-,,3,2021,,,,Ativa
33,CENTRO ESTADUAL DE EDUCACAO TECNOLOGICA PAULA SOUZA,62.823.257/0001-09,Pessoa Jurídica de Direito Público - Estadual,15784,Faculdade de Tecnologia Estudante Rafael Almeida Camarinha - Marilia (Fatec Marilia),Fatec Marilia,(14) 3454-7540,www.fatecmarilia.edu.br,f130dir@cps.sp.gov.br,Avenida Castro Alves - 62 - CEP: 17506-000 - São Miguel,Marília,SP,Centro Universitário,Presencial - Superior,Publica,Pública Estadual,,-,,-,,4,2013,,,,Ativa
33,CENTRO ESTADUAL DE EDUCACAO TECNOLOGICA PAULA SOUZA,62.823.257/0001-09,Pessoa Jurídica de Direito Público - Estadual,21713,Faculdade de Tecnologia - Fatec de Ribeirão Preto,-,16 39192320,www.fatecrp.edu.br,f284dir@cps.sp.gov.br,Avenida Pio XII - 1255 - CEP: 14030-250 - Vila Virgínia,Ribeirão Preto,SP,Faculdade,Presencial - Superior,Publica,Pública Estadual,2015-07-21,-,,-,,3,2021,,,,Ativa
33,CENTRO ESTADUAL DE EDUCACAO TECNOLOGICA PAULA SOUZA,62.823.257/0001-09,Pessoa Jurídica de Direito Público - Estadual,19862,Faculdade de Tecnologia Jorge Caram Sabbag (FATEC Bebedouro),FATEC Bebedouro,17 33435395,,f280acad@cps.sp.gov.br,Rua Doutor Oscar Werneck - 1286 - CEP: 17701-120 - Centro,Bebedouro,SP,Faculdade,Presencial - Superior,Publica,Pública Estadual,2014-06-27,-,,-,,3,2021,,,,Ativa
33,CENTRO ESTADUAL DE EDUCACAO TECNOLOGICA PAULA SOUZA,62.823.257/0001-09,Pessoa Jurídica de Direito Público - Estadual,15753,FACULDADE DE TECNOLOGIA NILO DE STÉFANI - JABOTICABAL (FATEC JBL),FATEC JBL,(16) 3202-6519,www.fatecjaboticabal.edu.br,f173dir@cps.sp.gov.br,Avenida Eduardo Zambianchi - 31 - CEP: 14883-130 - Vila Industrial,Jaboticabal,SP,Faculdade,Presencial - Superior,Publica,Pública Estadual,2008-01-22,-,,-,,-,,,,,Ativa
33,CENTRO ESTADUAL DE EDUCACAO TECNOLOGICA PAULA SOUZA,62.823.257/0001-09,Pessoa Jurídica de Direito Público - Estadual,15715,FACULDADE DE TECNOLOGIA PROFESSOR ANTÔNIO SEABRA (FATEC LINS),FATEC LINS,(14) 3532 5182,www.fateclins.edu.br,secretaria@fateclins.edu.br,Estrada Mário Covas Júnior - S/N - CEP: 16400-000 - Zona Rural,Lins,SP,Faculdade,Presencial - Superior,Publica,Pública Estadual,2010-01-01,-,,-,,4,2021,,,,Ativa
33,CENTRO ESTADUAL DE EDUCACAO TECNOLOGICA PAULA SOUZA,62.823.257/0001-09,Pessoa Jurídica de Direito Público - Estadual,36,FACULDADE DE TECNOLOGIA RUBENS LARA (FATEC-BS),FATEC-BS,13 32276003,www.fatecrl.edu.br,f005acad@cps.sp.gov.br,Avenida Bartolomeu de Gusmão 110 Fatec - Faculdade de Tecnólogia da Baixada Santista - 110 - CEP: 11045-908 - Aparecida,Santos,SP,Faculdade,Presencial - Superior,Publica,Pública Estadual,1986-10-31,-,,-,,3,2021,,,,Ativa
33,CENTRO ESTADUAL DE EDUCACAO TECNOLOGICA PAULA SOUZA,62.823.257/0001-09,Pessoa Jurídica de Direito Público - Estadual,15585,Faculdade de Tecnologia Santo André (FATEC-SA),FATEC-SA,(11) 4437-2215,www.fatecsantoandre.com.br,fatecstdo@gmail.com,Rua Prefeito Justino Paixão - 150 - CEP: 09020-130 - Centro,Santo André,SP,Faculdade,,Publica,Pública Estadual,,-,,-,,-,,,,,Ativa
33,CENTRO ESTADUAL DE EDUCACAO TECNOLOGICA PAULA SOUZA,62.823.257/0001-09,Pessoa Jurídica de Direito Público - Estadual,19501,Faculdade de Tecnologia Sebrae (FATEC SEBRAE),FATEC SEBRAE,11-33311199,www.fatecsebrae.edu.br,f272ata@cps.sp.gov.br,Alameda Nothmann - 598 - CEP: 01216-000 - Campos Elíseos,São Paulo,SP,Faculdade,Presencial - Superior,Publica,Pública Estadual,2014-01-18,-,,-,,4,2021,,,,Ativa
33,CENTRO ESTADUAL DE EDUCACAO TECNOLOGICA PAULA SOUZA,62.823.257/0001-09,Pessoa Jurídica de Direito Público - Estadual,4026,FACULDADE DE TECNOLOGIA ZONA LESTE (FATEC-ZL),FATEC-ZL,11-2026.1303,www.fateczl.edu.br,f111dir@cps.sp.gov.br,Avenida Águia de Haia - 2983 - CEP: 03694-000 - Parque Paineiras,São Paulo,SP,Faculdade,Presencial - Superior,Publica,Pública Estadual,2002-02-01,-,,-,,3,2021,,,,Ativa
33,CENTRO ESTADUAL DE EDUCACAO TECNOLOGICA PAULA SOUZA,62.823.257/0001-09,Pessoa Jurídica de Direito Público - Estadual,15688,FACULDADE DE TECONOLOGIA DA ZONA SUL (FATEC ZONASUL),FATEC ZONASUL,58518949,www.fateczonasul.edu.br,secretaria@fateczonasul.edu.br,Rua Frederico Grotte - 322 - CEP: 05818-270 - Jardim Vergueiro,São Paulo,SP,Faculdade,Presencial - Superior,Publica,Pública Estadual,2006-03-03,-,,-,,3,2021,,,,Ativa
15523,FUNDACAO DE DESENVOLVIMENTO SUSTENTAVEL DO CANTAO,10.573.895/0001-07,Pessoa Jurídica de Direito Público - Municipal,17291,FACULDADE FAPAF (FAPAF),FAPAF,(63) 981280055,www.fapaf.edu.br,reitor@fapaf.edu.br,Avenida Diogenes de Brito - 51 - CEP: 77570-000 - Centro,Pium,TO,Faculdade,Presencial - Superior,Publica,Pública Municipal,2009-08-20,1,2016,-,,-,,,,,Ativa
16790,MUNICIPIO DE CLEVELANDIA,76.161.199/0001-00,Administração pública em geral,22015,Faculdade Municipal de Educação e Meio Ambiente (FAMA),FAMA,71993709847,www.famapr.edu.br,cepe@famapr.edu.br,Rua Coronel Manoel Ferreira Bello - s/n - CEP: 85530-000 - Centro,Clevelândia,PR,Faculdade,Presencial - Superior,Privada,Pública Municipal,2016-03-31,-,,-,,3,2021,,,,Ativa
3669,PALHOCA PREFEITURA,82.892.316/0001-08,Pessoa Jurídica de Direito Público - Municipal,5706,FACULDADE MUNICIPAL DE PALHOÇA (FMP),FMP,48-32200376,www.fmpsc.edu.br,presidente@fmpsc.edu.br,Rua Maria Theodora Haeming - 48 - CEP: 88133-155 - Passa Vinte,Palhoça,SC,Faculdade,Presencial - Superior,Publica,Pública Municipal,2005-10-25,-,,-,,3,2021,,,,Ativa
1233,FUNDACAO EDUCACIONAL GUACUANA,52.742.236/0001-05,Pessoa Jurídica de Direito Público - Municipal,1876,FACULDADE MUNICIPAL PROFESSOR FRANCO MONTORO DE MOGI GUAÇU (FMPFM),FMPFM,(19)38616225 / 38616606,www.francomontoro.com.br,secretaria@francomontoro.com.br,Estrada da Cachoeira de Cima - s/n - CEP: 13840-000 - Centro,Mogi Guaçu,SP,Faculdade,Presencial - Superior,Publica,Pública Municipal,1999-10-29,-,,-,,2,2021,,,,Ativa
17344,MUNICIPIO DE MACAE,29.115.474/0001-60,Administração pública em geral,4428,FACULDADE PROFESSOR MIGUEL ÂNGELO DA SILVA SANTOS (FEMASS),FEMASS,(22)2796-2567,www.femass.edu.br,direcao.femass@macae.rj.gov.br,Rua Aloísio da Silva Gomes - 50 - CEP: 27930-560 - Granja dos Cavaleiros,Macaé,RJ,Faculdade,Presencial - Superior,Privada,Pública Municipal,2000-11-01,-,,-,,4,2021,,,,Ativa
50,FUNDACAO REGIONAL EDUCACIONAL DE AVARE,50.808.989/0001-32,Pessoa Jurídica de Direito Público - Municipal,1870,FACULDADES INTEGRADAS REGIONAIS DE AVARÉ (FIRA),FIRA,(14) 37111828,www.frea.edu.br,secretaria@frea.edu.br,Praça Prefeito Romeu Bretas - 163 - CEP: 18700-902 - CENTRO,Avaré,SP,Faculdade,Presencial - Superior,Publica,Pública Municipal,2001-10-24,-,,-,,2,2021,,,,Ativa
33,CENTRO ESTADUAL DE EDUCACAO TECNOLOGICA PAULA SOUZA,62.823.257/0001-09,Pessoa Jurídica de Direito Público - Estadual,15714,Fatec Arthur Azevedo - Mogi Mirim (FATECMM),FATECMM,(19) 3804-5441,http://www.fatecmm.edu.br,f163dir@cps.sp.gov.br,Rua Ariovaldo Silveira Franco - 567 - CEP: 13801-005 - Jardim 31 de Março,Moji Mirim,SP,Faculdade,Presencial - Superior,Publica,Pública Estadual,2007-06-07,-,,-,,3,2021,,,,Ativa
33,CENTRO ESTADUAL DE EDUCACAO TECNOLOGICA PAULA SOUZA,62.823.257/0001-09,Pessoa Jurídica de Direito Público - Estadual,15680,Fatec Cruzeiro - Prof. Waldomiro May,-,(12) 3143 6571,www.fateccruzeiro.edu.br,f127acad@cps.sp.gov.br,Rua Doutor Othon Barcelos - s/n - CEP: 12730-010 - Itagaçaba,Cruzeiro,SP,Faculdade,,Publica,Pública Estadual,,-,,-,,4,2021,,,,Ativa
373,"FUNDACAO FACULDADE DE FILOSOFIA, CIENCIAS E LETRAS DE MANDAGUARI",78.959.145/0001-01,Pessoa Jurídica de Direito Público - Municipal,535,"FUNDAÇÃO FACULDADE DE FILOSOFIA, CIÊNCIAS E LETRAS DE MANDAGUARI (FAFIMAN)",FAFIMAN,(44) 3233-1356,www.fafiman.br,secretaria@fafiman.br,Rua: Renê Táccola - 152 - CEP: 86975-000 - CENTRO,Mandaguari,PR,Faculdade,Presencial - Superior,Publica,Pública Municipal,1966-06-18,-,,-,,3,2021,,,,Ativa
39,FUNDACAO UNIVERSIDADE DO ESTADO DE SC UDESC,83.891.283/0001-36,Pessoa Jurídica de Direito Público - Estadual,43,FUNDAÇÃO UNIVERSIDADE DO ESTADO DE SANTA CATARINA (UDESC),UDESC,(48)36648000,www.udesc.br,liliane.martins@udesc.br,Avenida Madra Benvenuta - 1907 - CEP: 88035-901 - Santa Mônica,Florianópolis,SC,Universidade,EAD - Superior / Presencial - Superior,Publica,Pública Estadual,1965-05-20,-,,-,,4,2021,,,,Ativa
15585,FUNDACAO UNIVERSIDADE FEDERAL DA GRANDE DOURADOS,07.775.847/0001-97,Pessoa Jurídica de Direito Público - Federal,4504,FUNDAÇÃO UNIVERSIDADE FEDERAL DA GRANDE DOURADOS (UFGD),UFGD,(67) 3410 2711,www.ufgd.edu.br,reitoria@ufgd.edu.br,Rua João Rosa Góes - 1761 - CEP: 79825-070 - Vila Progresso,Dourados,MS,Universidade,EAD - Superior / Presencial - Superior,Publica,Pública Federal,2005-08-01,3,2010,-,,4,2021,,,,Ativa
9051,FUNDACAO UNIVERSIDADE FEDERAL DE CIENCIAS DA SAUDE DE PORTO ALEGRE,92.967.595/0001-77,Pessoa Jurídica de Direito Público - Federal,717,FUNDAÇÃO UNIVERSIDADE FEDERAL DE CIÊNCIAS DA SAÚDE DE PORTO ALEGRE (UFCSPA),UFCSPA,(51) 33039000,www.ufcspa.edu.br,reitoria@ufcspa.edu.br,Rua Sarmento Leite - 245 - CEP: 90050-170 - Centro,Porto Alegre,RS,Universidade,EAD - Superior / Presencial - Superior,Publica,Pública Federal,1961-02-17,5,2017,4,2019,5,2021,,,,Ativa
15587,FUNDACAO UNIVERSIDADE FEDERAL DE RONDONIA,04.418.943/0001-90,Pessoa Jurídica de Direito Público - Federal,699,FUNDAÇÃO UNIVERSIDADE FEDERAL DE RONDÔNIA (UNIR),UNIR,(69) 2182 2019/(69) 2182 2020,www.unir.br,reitoria@unir.br,"BR 364 - Km 9,5 - CEP: 76808-695 - s/n",Porto Velho,RO,Universidade,EAD - Superior / Presencial - Superior,Publica,Pública Federal,1982-07-09,4,2023,3,2016,4,2021,,,,Ativa
12529,FUNDACAO UNIVERSIDADE FEDERAL DO ABC - UFABC,07.722.779/0001-06,Pessoa Jurídica de Direito Público - Federal,4925,FUNDAÇÃO UNIVERSIDADE FEDERAL DO ABC (UFABC),UFABC,(11) 3356-7080,www.ufabc.edu.br,reitoria@ufabc.edu.br,Avenida dos Estados - 5001 - CEP: 09210-580 - Bangu,Santo André,SP,Universidade,EAD - Superior / Presencial - Superior,Publica,Pública Federal,2005-07-27,4,2015,5,2019,5,2021,,,,Ativa
14838,FUNDACAO UNIVERSIDADE FEDERAL DO PAMPA - UNIPAMPA,09.341.233/0001-22,Pessoa Jurídica de Direito Público - Federal,5322,FUNDAÇÃO UNIVERSIDADE FEDERAL DO PAMPA - UNIPAMPA (UNIPAMPA),UNIPAMPA,53 3240 5400,www.unipampa.edu.br,reitoria@unipampa.edu.br,Rua Melanie Granier - 51 - CEP: 96400-500 - Centro,Bagé,RS,Universidade,EAD - Superior / Presencial - Superior,Publica,Pública Federal,2008-01-14,5,2023,4,2014,4,2021,,,,Ativa
15498,FUNDACAO UNIVERSIDADE FEDERAL DO TOCANTINS,05.149.726/0001-04,Pessoa Jurídica de Direito Público - Federal,3849,FUNDAÇÃO UNIVERSIDADE FEDERAL DO TOCANTINS (UFT),UFT,(63)3229-4012/(63)3229-4035,www.uft.edu.br,reitor@uft.edu.br,Avenida NS 15 ALCNO 14 - s/n - CEP: 77001-090 - Centro,Palmas,TO,Universidade,EAD - Superior / Presencial - Superior,Publica,Pública Federal,2000-10-24,4,2017,4,2019,4,2021,,,,Ativa
14107,FUNDACAO UNIVERSIDADE FEDERAL DO VALE DO SAO FRANCISCO,05.440.725/0001-14,Pessoa Jurídica de Direito Público - Federal,3984,FUNDAÇÃO UNIVERSIDADE FEDERAL DO VALE DO SÃO FRANCISCO (UNIVASF),UNIVASF,(87)2101-6830; (87)2101-6712,https://www.portais.univasf.edu.br/,reitoria@univasf.edu.br;srca@univasf.edu.br;proen@univasf.edu.br;proen.pi@univasf.edu.br,Avenida José de Sá Maniçoba - s/n - CEP: 56304-917 - Centro,Petrolina,PE,Universidade,EAD - Superior / Presencial - Superior,Publica,Pública Federal,2002-06-28,4,2015,-,,4,2021,,,,Ativa
15958,FUNDACAO UNIVERSIDADE VIRTUAL DO ESTADO DE SAO PAULO-UNIVESP,17.455.396/0001-64,Pessoa Jurídica de Direito Público - Estadual,18165,Fundação Universidade Virtual do Estado de São Paulo (UNIVESP),UNIVESP,11-31886701,univesp.br,presidencia@univesp.br,"R Bela Cintra, Edifício Adélia Saliba - 847 - CEP: 01415-903 - Consolação",São Paulo,SP,Universidade,EAD - Superior,Publica,Pública Estadual,2013-03-23,-,,4,2022,3,2021,,,,Ativa
409,COMANDO DO EXERCITO,00.394.452/0001-03,Pessoa Jurídica de Direito Público - Federal,27085,Hospital Militar de Área de Brasília (HMAB),HMAB,,,,,,,Faculdade,Presencial - Superior,Publica,Pública Federal,2022-05-02,-,,-,,-,,,,,Ativa
17421,INSTITUTO DE ASSISTENCIA MEDICA AO SERVIDOR PUBLICO ESTADUAL,60.747.318/0001-62,Pessoa Jurídica de Direito Público - Estadual,24843,INSTITUTO DE ASSISTÊNCIA MÉDICA AO SERVIDOR PÚBLICO ESTADUAL (IAMSPE),IAMSPE,(11) 5583-7001 PABX: (11) 4573-8000,www.iamspe.sp.gov.br,cedep@iamspe.sp.gov.br,Avenida Ibirapuera - 981 - CEP: 04029-000 - Indianópolis,São Paulo,SP,Faculdade,Presencial - Superior,Publica,Pública Estadual,2022-04-18,4,2021,-,,-,,,,,Ativa
2123,SECRETARIA DE ESTADO DA EDUCACAO E DA CULTURA,08.241.804/0001-94,Pessoa Jurídica de Direito Público - Estadual,3360,INSTITUTO DE EDUCAÇÃO SUPERIOR PRESIDENTE KENNEDY - CENTRO DE FORMAÇÃO DE PROFISSIONAIS DE EDUCAÇÃO (IFESP),IFESP,(84)3 232 6231; 232 6233; 232 6242,www.kennedy.rn.gov.br,ifesp@rn.gov.br,Rua Jaguarari - 2.100 - CEP: 59062-500 - Lagoa Nova,Natal,RN,Faculdade,Presencial - Superior,Publica,Pública Estadual,2001-01-05,-,,-,,SC,2008,,,,Ativa
18075,SECRETARIA DE ESTADO DE SEGURANÇA PÚBLICA E DEFESA SOCIAL,05.054.952/0001-01,Pessoa Jurídica de Direito Público - Estadual,25880,Instituto de Ensino de Segurança do Pará (IESP),IESP,,www.iesp.gov.br,gabinete@iesp.pa.gov.br,"RODOVIA BR316, KM13 - 0 - CEP: 67200-000 - CENTRO",,,Faculdade,EAD - Superior / Presencial - Superior,Publica,Pública Estadual,2014-12-18,-,,-,,-,,,,,Ativa
2615,"FUNDACAO DE PESQUISAS, ESTUDOS SOCIAIS E DE POLITICAS PUBLICAS - FUPESPP",03.261.770/0001-86,Pessoa Jurídica de Direito Público - Municipal,4167,INSTITUTO DE ENSINO SUPERIOR DA FUPESP (IESF),IESF,,,superint@fupespp.gov.br,Rua Aldo Moretti - 181 - CEP: 13140-000 - Jardim Ouro Negro,Paulínia,SP,Faculdade,Presencial - Superior,Publica,Pública Municipal,2003-05-23,-,,-,,-,,,,,Ativa
17956,FUNDACAO CARLOS GOMES,14.700.157/0001-34,Pessoa Jurídica de Direito Público - Estadual,25721,INSTITUTO ESTADUAL CARLOS GOMES (IECG),IECG,(91) 32019467,www.fcg.pa.gov.br,bacmusica@gmail.com,,,,Faculdade,Presencial - Superior,Publica,Pública Estadual,2013-08-28,-,,-,,-,,,,,Ativa
13736,"INSTITUTO FEDERAL DE EDUCACAO, CIENCIA E TECNOLOGIA BAIANO - REITORIA",10.724.903/0001-79,Pessoa Jurídica de Direito Público - Federal,14509,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA BAIANO (IFBAIANO)",IFBAIANO,(71) 3186-0013,http://www.ifbaiano.edu.br,gabinete@ifbaiano.edu.br,Rua do Rouxinol - 115 - CEP: 41720-052 - Imbuí,Salvador,BA,"Instituto Federal de Educação, Ciência e Tecnologia",EAD - Superior / Presencial - Superior,Publica,Pública Federal,2008-12-30,4,2017,4,2023,3,2021,,,,Ativa
9082,INSTITUTO FEDERAL DE EDUCACAO CIENCIA E TECNOLOGIA CATARINENSE,10.635.424/0001-86,Pessoa Jurídica de Direito Público - Federal,5036,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA CATARINENSE (IF Catarinense)",IF Catarinense,(47) 33317800,www.ifc.edu.br,gabinete@ifc.edu.br,Rua das Missões - 100 - CEP: 89051-000 - Ponta Aguda,Blumenau,SC,"Instituto Federal de Educação, Ciência e Tecnologia",EAD - Superior / Presencial - Superior,Publica,Pública Federal,2008-04-04,4,2015,5,2023,4,2021,,,,Ativa
9092,"INSTITUTO FEDERAL DE EDUCACAO, CIENCIA E TECNOLOGIA DA BAHIA",10.764.307/0001-12,Pessoa Jurídica de Direito Público - Federal,599,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DA BAHIA (IFBA)",IFBA,(71) 2102-0413,www.ifba.edu.br,gabinete@ifba.edu.br;proenpi@ifba.edu.br,Avenida Araújo Pinho - 39 - CEP: 40110-150 - Canela,Salvador,BA,"Instituto Federal de Educação, Ciência e Tecnologia",EAD - Superior / Presencial - Superior,Publica,Pública Federal,1976-07-07,4,2017,3,2020,4,2021,,,,Ativa
9062,"INSTITUTO FEDERAL DE EDUCACAO, CIENCIA E TECNOLOGIA DA PARAIBA",10.783.898/0001-75,Pessoa Jurídica de Direito Público - Federal,1166,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DA PARAÍBA (IFPB)",IFPB,(83) 3612-9706,http://www.ifpb.edu.br,pre@ifpb.edu.br,Avenida João da Mata - 256 - CEP: 58015-020 - Jaguaribe,João Pessoa,PB,"Instituto Federal de Educação, Ciência e Tecnologia",EAD - Superior / Presencial - Superior,Publica,Pública Federal,1999-03-23,4,2018,5,2019,4,2021,,,,Ativa
